dir,start_time_utc,end_time_utc,bars,net_pts,span_pts,efficiency_%,mae_pts,start_close,end_close,start_time_london,end_time_london
DOWN,2025-06-09 19:53:00+00:00,2025-06-10 14:04:00+00:00,43,-75.4,130.8,57.6,21.0,42821.8,42746.4,2025-06-09 20:53:00+01:00,2025-06-10 15:04:00+01:00
UP,2025-06-10 15:52:00+00:00,2025-06-10 17:25:00+00:00,94,118.6,162.0,73.2,9.4,42772.4,42891.0,2025-06-10 16:52:00+01:00,2025-06-10 18:25:00+01:00
DOWN,2025-06-10 17:38:00+00:00,2025-06-10 18:34:00+00:00,57,-104.6,144.0,72.6,3.0,42872.0,42767.4,2025-06-10 18:38:00+01:00,2025-06-10 19:34:00+01:00
UP,2025-06-11 13:47:00+00:00,2025-06-11 15:07:00+00:00,81,182.4,233.0,78.3,23.0,42842.4,43024.8,2025-06-11 14:47:00+01:00,2025-06-11 16:07:00+01:00
UP,2025-06-11 16:43:00+00:00,2025-06-11 17:35:00+00:00,53,86.8,162.8,53.3,28.0,42983.8,43070.6,2025-06-11 17:43:00+01:00,2025-06-11 18:35:00+01:00
UP,2025-06-13 14:52:00+00:00,2025-06-13 16:25:00+00:00,94,217.8,299.8,72.6,30.0,42325.8,42543.6,2025-06-13 15:52:00+01:00,2025-06-13 17:25:00+01:00
DOWN,2025-06-13 16:58:00+00:00,2025-06-13 17:59:00+00:00,62,-142.0,210.4,67.5,33.4,42484.6,42342.6,2025-06-13 17:58:00+01:00,2025-06-13 18:59:00+01:00
DOWN,2025-06-13 18:02:00+00:00,2025-06-13 18:58:00+00:00,57,-233.6,312.0,74.9,9.0,42364.6,42131.0,2025-06-13 19:02:00+01:00,2025-06-13 19:58:00+01:00
UP,2025-06-13 19:56:00+00:00,2025-06-16 14:57:00+00:00,93,507.0,578.0,87.7,19.0,42139.0,42646.0,2025-06-13 20:56:00+01:00,2025-06-16 15:57:00+01:00
DOWN,2025-06-17 16:41:00+00:00,2025-06-17 18:55:00+00:00,135,-281.0,346.0,81.2,11.6,42449.0,42168.0,2025-06-17 17:41:00+01:00,2025-06-17 19:55:00+01:00
UP,2025-06-18 13:43:00+00:00,2025-06-18 15:05:00+00:00,83,253.4,301.0,84.2,16.6,42226.0,42479.4,2025-06-18 14:43:00+01:00,2025-06-18 16:05:00+01:00
DOWN,2025-06-18 18:48:00+00:00,2025-06-18 19:20:00+00:00,33,-118.0,241.4,48.9,23.4,42389.6,42271.6,2025-06-18 19:48:00+01:00,2025-06-18 20:20:00+01:00
DOWN,2025-06-19 13:30:00+00:00,2025-06-19 14:49:00+00:00,80,-88.4,178.6,49.5,17.6,41948.0,41859.6,2025-06-19 14:30:00+01:00,2025-06-19 15:49:00+01:00
UP,2025-06-20 15:10:00+00:00,2025-06-20 15:50:00+00:00,41,75.8,142.0,53.4,25.0,42262.6,42338.4,2025-06-20 16:10:00+01:00,2025-06-20 16:50:00+01:00
DOWN,2025-06-20 17:16:00+00:00,2025-06-20 18:03:00+00:00,48,-118.4,194.0,61.0,21.6,42289.8,42171.4,2025-06-20 18:16:00+01:00,2025-06-20 19:03:00+01:00
UP,2025-06-23 13:35:00+00:00,2025-06-23 14:34:00+00:00,60,175.0,272.0,64.3,33.0,42218.4,42393.4,2025-06-23 14:35:00+01:00,2025-06-23 15:34:00+01:00
UP,2025-06-23 17:07:00+00:00,2025-06-23 18:32:00+00:00,86,350.4,412.6,84.9,30.6,42192.6,42543.0,2025-06-23 18:07:00+01:00,2025-06-23 19:32:00+01:00
UP,2025-06-23 19:47:00+00:00,2025-06-24 14:07:00+00:00,52,320.4,485.0,66.1,13.0,42560.0,42880.4,2025-06-23 20:47:00+01:00,2025-06-24 15:07:00+01:00
UP,2025-06-24 14:09:00+00:00,2025-06-24 16:05:00+00:00,117,188.2,240.6,78.2,33.0,42880.4,43068.6,2025-06-24 15:09:00+01:00,2025-06-24 17:05:00+01:00
UP,2025-06-24 16:09:00+00:00,2025-06-24 16:55:00+00:00,47,77.0,116.0,66.4,7.0,43057.0,43134.0,2025-06-24 17:09:00+01:00,2025-06-24 17:55:00+01:00
UP,2025-06-24 18:51:00+00:00,2025-06-24 19:49:00+00:00,59,71.6,100.6,71.2,7.0,43145.0,43216.6,2025-06-24 19:51:00+01:00,2025-06-24 20:49:00+01:00
DOWN,2025-06-24 19:50:00+00:00,2025-06-25 14:07:00+00:00,49,-91.0,174.4,52.2,25.0,43196.0,43105.0,2025-06-24 20:50:00+01:00,2025-06-25 15:07:00+01:00
UP,2025-06-26 14:13:00+00:00,2025-06-26 15:28:00+00:00,76,129.6,184.6,70.2,16.0,43188.0,43317.6,2025-06-26 15:13:00+01:00,2025-06-26 16:28:00+01:00
UP,2025-06-26 19:47:00+00:00,2025-06-27 16:47:00+00:00,212,571.0,622.6,91.7,16.0,43412.4,43983.4,2025-06-26 20:47:00+01:00,2025-06-27 17:47:00+01:00
DOWN,2025-06-27 16:48:00+00:00,2025-06-27 19:10:00+00:00,143,-303.6,381.0,79.7,11.4,43973.0,43669.4,2025-06-27 17:48:00+01:00,2025-06-27 20:10:00+01:00
UP,2025-06-27 19:20:00+00:00,2025-06-30 14:19:00+00:00,91,327.4,428.0,76.5,8.6,43679.0,44006.4,2025-06-27 20:20:00+01:00,2025-06-30 15:19:00+01:00
UP,2025-06-30 15:14:00+00:00,2025-06-30 15:56:00+00:00,43,73.0,136.0,53.7,14.0,43979.0,44052.0,2025-06-30 16:14:00+01:00,2025-06-30 16:56:00+01:00
UP,2025-06-30 18:45:00+00:00,2025-07-01 16:33:00+00:00,260,582.6,676.6,86.1,21.0,44006.0,44588.6,2025-06-30 19:45:00+01:00,2025-07-01 17:33:00+01:00
DOWN,2025-07-01 19:50:00+00:00,2025-07-02 14:24:00+00:00,66,-164.0,241.6,67.9,32.0,44598.2,44434.2,2025-07-01 20:50:00+01:00,2025-07-02 15:24:00+01:00
UP,2025-07-02 15:14:00+00:00,2025-07-02 15:54:00+00:00,41,73.0,124.4,58.7,8.4,44478.6,44551.6,2025-07-02 16:14:00+01:00,2025-07-02 16:54:00+01:00
UP,2025-07-02 19:58:00+00:00,2025-07-03 15:17:00+00:00,111,336.4,389.2,86.4,13.4,44534.0,44870.4,2025-07-02 20:58:00+01:00,2025-07-03 16:17:00+01:00
DOWN,2025-07-03 17:07:00+00:00,2025-07-04 14:29:00+00:00,68,-225.6,289.0,78.1,13.4,44855.6,44630.0,2025-07-03 18:07:00+01:00,2025-07-04 15:29:00+01:00
DOWN,2025-07-07 14:02:00+00:00,2025-07-07 15:59:00+00:00,118,-204.0,287.0,71.1,31.0,44710.4,44506.4,2025-07-07 15:02:00+01:00,2025-07-07 16:59:00+01:00
DOWN,2025-07-07 16:10:00+00:00,2025-07-07 17:09:00+00:00,60,-151.4,223.4,67.8,9.0,44516.4,44365.0,2025-07-07 17:10:00+01:00,2025-07-07 18:09:00+01:00
DOWN,2025-07-09 14:23:00+00:00,2025-07-09 15:26:00+00:00,64,-149.4,226.4,66.0,11.0,44474.6,44325.2,2025-07-09 15:23:00+01:00,2025-07-09 16:26:00+01:00
UP,2025-07-10 13:45:00+00:00,2025-07-10 15:46:00+00:00,122,275.0,323.0,85.1,19.6,44471.0,44746.0,2025-07-10 14:45:00+01:00,2025-07-10 16:46:00+01:00
DOWN,2025-07-10 19:45:00+00:00,2025-07-11 14:20:00+00:00,67,-323.6,478.0,67.7,12.4,44747.6,44424.0,2025-07-10 20:45:00+01:00,2025-07-11 15:20:00+01:00
UP,2025-07-16 16:48:00+00:00,2025-07-16 17:28:00+00:00,41,101.4,174.4,58.1,23.0,44070.6,44172.0,2025-07-16 17:48:00+01:00,2025-07-16 18:28:00+01:00
DOWN,2025-07-17 14:18:00+00:00,2025-07-17 14:52:00+00:00,35,-74.6,170.0,43.9,17.4,44420.6,44346.0,2025-07-17 15:18:00+01:00,2025-07-17 15:52:00+01:00
UP,2025-07-17 15:17:00+00:00,2025-07-17 16:16:00+00:00,60,97.0,160.6,60.4,19.0,44358.0,44455.0,2025-07-17 16:17:00+01:00,2025-07-17 17:16:00+01:00
UP,2025-07-17 17:21:00+00:00,2025-07-17 19:16:00+00:00,116,160.0,182.6,87.6,6.0,44408.0,44568.0,2025-07-17 18:21:00+01:00,2025-07-17 20:16:00+01:00
UP,2025-07-18 19:47:00+00:00,2025-07-21 14:16:00+00:00,61,134.6,229.2,58.7,14.0,44316.0,44450.6,2025-07-18 20:47:00+01:00,2025-07-21 15:16:00+01:00
UP,2025-07-21 14:19:00+00:00,2025-07-21 16:07:00+00:00,109,119.4,176.0,67.8,27.0,44465.6,44585.0,2025-07-21 15:19:00+01:00,2025-07-21 17:07:00+01:00
DOWN,2025-07-21 18:20:00+00:00,2025-07-22 13:36:00+00:00,108,-198.0,290.0,68.3,8.0,44583.4,44385.4,2025-07-21 19:20:00+01:00,2025-07-22 14:36:00+01:00
UP,2025-07-23 15:45:00+00:00,2025-07-23 16:31:00+00:00,47,132.4,228.6,57.9,18.6,44753.0,44885.4,2025-07-23 16:45:00+01:00,2025-07-23 17:31:00+01:00
UP,2025-07-25 16:10:00+00:00,2025-07-25 18:26:00+00:00,137,142.0,175.0,81.1,8.0,44775.4,44917.4,2025-07-25 17:10:00+01:00,2025-07-25 19:26:00+01:00
DOWN,2025-07-28 17:06:00+00:00,2025-07-28 18:31:00+00:00,86,-100.0,152.4,65.6,11.0,44904.0,44804.0,2025-07-28 18:06:00+01:00,2025-07-28 19:31:00+01:00
DOWN,2025-07-29 14:30:00+00:00,2025-07-29 15:49:00+00:00,80,-149.4,226.0,66.1,20.6,44820.0,44670.6,2025-07-29 15:30:00+01:00,2025-07-29 16:49:00+01:00
DOWN,2025-07-29 17:34:00+00:00,2025-07-29 18:16:00+00:00,43,-78.4,135.0,58.1,14.6,44724.6,44646.2,2025-07-29 18:34:00+01:00,2025-07-29 19:16:00+01:00
DOWN,2025-07-30 14:46:00+00:00,2025-07-30 15:42:00+00:00,57,-84.2,147.0,57.3,14.0,44705.6,44621.4,2025-07-30 15:46:00+01:00,2025-07-30 16:42:00+01:00
UP,2025-07-30 19:49:00+00:00,2025-07-31 14:10:00+00:00,53,173.0,273.4,63.3,18.4,44390.4,44563.4,2025-07-30 20:49:00+01:00,2025-07-31 15:10:00+01:00
DOWN,2025-07-31 14:49:00+00:00,2025-07-31 15:31:00+00:00,43,-138.0,253.0,54.5,17.0,44549.4,44411.4,2025-07-31 15:49:00+01:00,2025-07-31 16:31:00+01:00
DOWN,2025-07-31 17:02:00+00:00,2025-07-31 17:45:00+00:00,44,-92.0,248.0,37.1,32.0,44495.6,44403.6,2025-07-31 18:02:00+01:00,2025-07-31 18:45:00+01:00
DOWN,2025-07-31 17:47:00+00:00,2025-07-31 18:24:00+00:00,38,-105.6,243.0,43.5,21.4,44402.6,44297.0,2025-07-31 18:47:00+01:00,2025-07-31 19:24:00+01:00
UP,2025-07-31 18:25:00+00:00,2025-07-31 18:56:00+00:00,32,89.4,129.0,69.3,12.0,44305.6,44395.0,2025-07-31 19:25:00+01:00,2025-07-31 19:56:00+01:00
DOWN,2025-07-31 19:11:00+00:00,2025-08-01 14:19:00+00:00,100,-821.6,1037.4,79.2,18.4,44353.6,43532.0,2025-07-31 20:11:00+01:00,2025-08-01 15:19:00+01:00
UP,2025-08-01 15:38:00+00:00,2025-08-01 16:30:00+00:00,53,133.4,222.4,60.0,24.0,43549.6,43683.0,2025-08-01 16:38:00+01:00,2025-08-01 17:30:00+01:00
DOWN,2025-08-01 16:37:00+00:00,2025-08-01 17:48:00+00:00,72,-166.0,228.0,72.8,28.0,43670.0,43504.0,2025-08-01 17:37:00+01:00,2025-08-01 18:48:00+01:00
UP,2025-08-04 16:33:00+00:00,2025-08-04 17:34:00+00:00,62,74.6,113.0,66.0,9.4,44091.6,44166.2,2025-08-04 17:33:00+01:00,2025-08-04 18:34:00+01:00
DOWN,2025-08-05 13:50:00+00:00,2025-08-05 15:01:00+00:00,72,-197.4,306.6,64.4,25.6,44216.6,44019.2,2025-08-05 14:50:00+01:00,2025-08-05 16:01:00+01:00
UP,2025-08-05 16:50:00+00:00,2025-08-05 17:50:00+00:00,61,97.4,137.0,71.1,12.6,44143.6,44241.0,2025-08-05 17:50:00+01:00,2025-08-05 18:50:00+01:00
DOWN,2025-08-05 17:51:00+00:00,2025-08-05 18:59:00+00:00,69,-86.0,142.4,60.4,16.0,44228.0,44142.0,2025-08-05 18:51:00+01:00,2025-08-05 19:59:00+01:00
UP,2025-08-06 14:35:00+00:00,2025-08-06 15:09:00+00:00,35,97.0,181.0,53.6,34.6,44107.6,44204.6,2025-08-06 15:35:00+01:00,2025-08-06 16:09:00+01:00
UP,2025-08-07 19:54:00+00:00,2025-08-08 14:40:00+00:00,78,271.6,364.6,74.5,13.0,43933.8,44205.4,2025-08-07 20:54:00+01:00,2025-08-08 15:40:00+01:00
DOWN,2025-08-08 14:41:00+00:00,2025-08-08 15:51:00+00:00,71,-107.6,180.6,59.6,22.6,44185.4,44077.8,2025-08-08 15:41:00+01:00,2025-08-08 16:51:00+01:00
UP,2025-08-08 15:52:00+00:00,2025-08-08 16:32:00+00:00,41,112.0,172.0,65.1,14.0,44080.8,44192.8,2025-08-08 16:52:00+01:00,2025-08-08 17:32:00+01:00
DOWN,2025-08-11 14:12:00+00:00,2025-08-11 15:19:00+00:00,68,-103.0,183.6,56.1,31.6,44147.2,44044.2,2025-08-11 15:12:00+01:00,2025-08-11 16:19:00+01:00
UP,2025-08-11 15:47:00+00:00,2025-08-11 16:35:00+00:00,49,90.0,170.0,52.9,16.4,44034.2,44124.2,2025-08-11 16:47:00+01:00,2025-08-11 17:35:00+01:00
DOWN,2025-08-11 16:36:00+00:00,2025-08-11 17:29:00+00:00,54,-77.2,148.2,52.1,21.0,44103.2,44026.0,2025-08-11 17:36:00+01:00,2025-08-11 18:29:00+01:00
UP,2025-08-11 19:59:00+00:00,2025-08-12 15:22:00+00:00,115,431.6,526.0,82.1,32.0,44005.4,44437.0,2025-08-11 20:59:00+01:00,2025-08-12 16:22:00+01:00
UP,2025-08-12 19:57:00+00:00,2025-08-13 14:23:00+00:00,58,372.0,455.0,81.8,13.0,44465.0,44837.0,2025-08-12 20:57:00+01:00,2025-08-13 15:23:00+01:00
UP,2025-08-13 17:49:00+00:00,2025-08-13 20:00:00+00:00,132,203.5,221.4,91.9,12.4,44773.0,44976.5,2025-08-13 18:49:00+01:00,2025-08-13 21:00:00+01:00
UP,2025-08-14 16:47:00+00:00,2025-08-14 18:13:00+00:00,87,86.0,124.0,69.4,9.6,44743.6,44829.6,2025-08-14 17:47:00+01:00,2025-08-14 19:13:00+01:00
UP,2025-08-14 18:19:00+00:00,2025-08-14 19:58:00+00:00,100,112.4,142.4,78.9,12.0,44836.6,44949.0,2025-08-14 19:19:00+01:00,2025-08-14 20:58:00+01:00
DOWN,2025-08-19 14:45:00+00:00,2025-08-19 16:22:00+00:00,98,-196.8,255.8,76.9,14.6,45135.6,44938.8,2025-08-19 15:45:00+01:00,2025-08-19 17:22:00+01:00
DOWN,2025-08-20 13:51:00+00:00,2025-08-20 14:59:00+00:00,69,-122.4,207.0,59.1,29.6,44937.8,44815.4,2025-08-20 14:51:00+01:00,2025-08-20 15:59:00+01:00
UP,2025-08-20 15:03:00+00:00,2025-08-20 15:45:00+00:00,43,107.4,160.0,67.1,16.0,44834.8,44942.2,2025-08-20 16:03:00+01:00,2025-08-20 16:45:00+01:00
DOWN,2025-08-20 18:00:00+00:00,2025-08-20 18:32:00+00:00,33,-81.0,142.0,57.0,18.4,44927.2,44846.2,2025-08-20 19:00:00+01:00,2025-08-20 19:32:00+01:00
UP,2025-08-20 18:36:00+00:00,2025-08-20 19:51:00+00:00,76,104.0,165.6,62.8,27.6,44891.2,44995.2,2025-08-20 19:36:00+01:00,2025-08-20 20:51:00+01:00
DOWN,2025-08-20 19:55:00+00:00,2025-08-21 14:00:00+00:00,37,-231.2,433.6,53.3,35.0,44972.2,44741.0,2025-08-20 20:55:00+01:00,2025-08-21 15:00:00+01:00
DOWN,2025-08-21 15:50:00+00:00,2025-08-21 16:29:00+00:00,40,-101.0,162.0,62.3,22.6,44851.0,44750.0,2025-08-21 16:50:00+01:00,2025-08-21 17:29:00+01:00
DOWN,2025-08-27 19:58:00+00:00,2025-08-28 14:41:00+00:00,75,-119.0,174.4,68.2,19.4,45602.8,45483.8,2025-08-27 20:58:00+01:00,2025-08-28 15:41:00+01:00
UP,2025-08-28 15:33:00+00:00,2025-08-28 16:54:00+00:00,82,140.6,160.6,87.5,10.4,45478.2,45618.8,2025-08-28 16:33:00+01:00,2025-08-28 17:54:00+01:00
DOWN,2025-08-28 20:00:00+00:00,2025-08-29 14:32:00+00:00,64,-192.0,279.5,68.7,22.5,45628.8,45436.8,2025-08-28 21:00:00+01:00,2025-08-29 15:32:00+01:00
DOWN,2025-09-02 14:41:00+00:00,2025-09-02 16:14:00+00:00,94,-195.6,269.0,72.7,30.4,45193.2,44997.6,2025-09-02 15:41:00+01:00,2025-09-02 17:14:00+01:00
UP,2025-09-02 16:49:00+00:00,2025-09-02 18:04:00+00:00,76,165.6,217.4,76.2,10.4,45031.4,45197.0,2025-09-02 17:49:00+01:00,2025-09-02 19:04:00+01:00
DOWN,2025-09-02 18:07:00+00:00,2025-09-02 18:47:00+00:00,41,-89.6,101.6,88.2,8.0,45190.0,45100.4,2025-09-02 19:07:00+01:00,2025-09-02 19:47:00+01:00
UP,2025-09-02 19:00:00+00:00,2025-09-02 20:00:00+00:00,61,123.4,168.0,73.5,29.6,45168.0,45291.4,2025-09-02 20:00:00+01:00,2025-09-02 21:00:00+01:00
UP,2025-09-03 19:29:00+00:00,2025-09-04 14:06:00+00:00,69,202.4,293.8,68.9,5.0,45062.8,45265.2,2025-09-03 20:29:00+01:00,2025-09-04 15:06:00+01:00
UP,2025-09-04 14:17:00+00:00,2025-09-04 16:26:00+00:00,130,204.0,258.0,79.1,31.6,45276.2,45480.2,2025-09-04 15:17:00+01:00,2025-09-04 17:26:00+01:00
UP,2025-09-04 17:00:00+00:00,2025-09-04 18:26:00+00:00,87,107.4,162.4,66.1,14.4,45470.6,45578.0,2025-09-04 18:00:00+01:00,2025-09-04 19:26:00+01:00
UP,2025-09-08 14:19:00+00:00,2025-09-08 15:35:00+00:00,77,119.0,187.6,63.4,29.0,45340.0,45459.0,2025-09-08 15:19:00+01:00,2025-09-08 16:35:00+01:00
UP,2025-09-08 18:10:00+00:00,2025-09-08 19:08:00+00:00,59,85.0,140.0,60.7,22.4,45351.0,45436.0,2025-09-08 19:10:00+01:00,2025-09-08 20:08:00+01:00
UP,2025-09-08 19:36:00+00:00,2025-09-09 13:44:00+00:00,40,85.0,153.0,55.6,9.0,45425.0,45510.0,2025-09-08 20:36:00+01:00,2025-09-09 14:44:00+01:00
UP,2025-09-09 17:20:00+00:00,2025-09-09 18:43:00+00:00,84,112.6,149.4,75.4,12.4,45629.0,45741.6,2025-09-09 18:20:00+01:00,2025-09-09 19:43:00+01:00
DOWN,2025-09-10 14:24:00+00:00,2025-09-10 15:36:00+00:00,73,-194.2,277.6,70.0,6.0,45645.2,45451.0,2025-09-10 15:24:00+01:00,2025-09-10 16:36:00+01:00
DOWN,2025-09-10 19:03:00+00:00,2025-09-10 19:42:00+00:00,40,-70.0,112.0,62.5,8.6,45484.0,45414.0,2025-09-10 20:03:00+01:00,2025-09-10 20:42:00+01:00
UP,2025-09-10 19:43:00+00:00,2025-09-11 15:06:00+00:00,115,577.4,661.8,87.2,27.0,45440.6,46018.0,2025-09-10 20:43:00+01:00,2025-09-11 16:06:00+01:00
DOWN,2025-09-11 19:59:00+00:00,2025-09-12 14:05:00+00:00,38,-89.0,179.6,49.6,33.6,46101.0,46012.0,2025-09-11 20:59:00+01:00,2025-09-12 15:05:00+01:00
DOWN,2025-09-12 14:10:00+00:00,2025-09-12 14:58:00+00:00,49,-84.0,147.6,56.9,18.6,46026.0,45942.0,2025-09-12 15:10:00+01:00,2025-09-12 15:58:00+01:00
DOWN,2025-09-15 15:02:00+00:00,2025-09-15 16:00:00+00:00,59,-87.0,166.0,52.4,23.0,45888.6,45801.6,2025-09-15 16:02:00+01:00,2025-09-15 17:00:00+01:00
DOWN,2025-09-16 13:38:00+00:00,2025-09-16 14:21:00+00:00,44,-120.4,235.4,51.1,29.0,45852.0,45731.6,2025-09-16 14:38:00+01:00,2025-09-16 15:21:00+01:00
UP,2025-09-16 20:00:00+00:00,2025-09-17 14:12:00+00:00,44,202.0,308.5,65.5,14.5,45771.6,45973.6,2025-09-16 21:00:00+01:00,2025-09-17 15:12:00+01:00
UP,2025-09-18 16:12:00+00:00,2025-09-18 17:03:00+00:00,52,109.0,171.6,63.5,16.0,46193.4,46302.4,2025-09-18 17:12:00+01:00,2025-09-18 18:03:00+01:00
UP,2025-09-19 15:51:00+00:00,2025-09-19 16:50:00+00:00,60,90.6,142.4,63.6,14.4,46207.4,46298.0,2025-09-19 16:51:00+01:00,2025-09-19 17:50:00+01:00
UP,2025-09-22 14:27:00+00:00,2025-09-22 15:24:00+00:00,58,131.0,207.0,63.3,29.4,46255.8,46386.8,2025-09-22 15:27:00+01:00,2025-09-22 16:24:00+01:00
DOWN,2025-09-23 15:19:00+00:00,2025-09-23 16:37:00+00:00,79,-166.6,227.4,73.3,13.4,46643.8,46477.2,2025-09-23 16:19:00+01:00,2025-09-23 17:37:00+01:00
DOWN,2025-09-23 16:55:00+00:00,2025-09-23 18:29:00+00:00,95,-156.0,220.6,70.7,22.6,46473.2,46317.2,2025-09-23 17:55:00+01:00,2025-09-23 19:29:00+01:00
UP,2025-09-23 19:39:00+00:00,2025-09-24 13:49:00+00:00,42,72.4,191.0,37.9,25.6,46352.8,46425.2,2025-09-23 20:39:00+01:00,2025-09-24 14:49:00+01:00
DOWN,2025-09-24 14:55:00+00:00,2025-09-24 16:21:00+00:00,87,-167.8,239.4,70.1,26.6,46383.2,46215.4,2025-09-24 15:55:00+01:00,2025-09-24 17:21:00+01:00
UP,2025-09-25 14:03:00+00:00,2025-09-25 15:01:00+00:00,59,95.0,167.6,56.7,29.6,46043.4,46138.4,2025-09-25 15:03:00+01:00,2025-09-25 16:01:00+01:00
DOWN,2025-09-25 17:18:00+00:00,2025-09-25 18:14:00+00:00,57,-122.0,236.0,51.7,28.0,46049.6,45927.6,2025-09-25 18:18:00+01:00,2025-09-25 19:14:00+01:00
UP,2025-09-25 19:49:00+00:00,2025-09-26 14:06:00+00:00,49,292.0,430.6,67.8,9.0,45988.0,46280.0,2025-09-25 20:49:00+01:00,2025-09-26 15:06:00+01:00
UP,2025-09-26 16:13:00+00:00,2025-09-26 17:45:00+00:00,93,181.0,222.0,81.5,15.0,46176.0,46357.0,2025-09-26 17:13:00+01:00,2025-09-26 18:45:00+01:00
DOWN,2025-09-26 19:04:00+00:00,2025-09-26 19:53:00+00:00,50,-71.0,97.0,73.2,8.0,46366.0,46295.0,2025-09-26 20:04:00+01:00,2025-09-26 20:53:00+01:00
UP,2025-09-29 17:43:00+00:00,2025-09-29 19:06:00+00:00,84,101.4,127.4,79.6,2.0,46246.0,46347.4,2025-09-29 18:43:00+01:00,2025-09-29 20:06:00+01:00
DOWN,2025-09-30 15:09:00+00:00,2025-09-30 15:48:00+00:00,40,-71.0,128.0,55.5,9.0,46272.4,46201.4,2025-09-30 16:09:00+01:00,2025-09-30 16:48:00+01:00
UP,2025-09-30 15:49:00+00:00,2025-09-30 16:46:00+00:00,58,101.0,210.0,48.1,34.0,46234.4,46335.4,2025-09-30 16:49:00+01:00,2025-09-30 17:46:00+01:00
DOWN,2025-09-30 16:47:00+00:00,2025-09-30 17:40:00+00:00,54,-88.0,141.0,62.4,17.0,46321.4,46233.4,2025-09-30 17:47:00+01:00,2025-09-30 18:40:00+01:00
UP,2025-09-30 18:02:00+00:00,2025-09-30 19:39:00+00:00,98,154.0,194.0,79.4,15.6,46252.4,46406.4,2025-09-30 19:02:00+01:00,2025-09-30 20:39:00+01:00
UP,2025-10-01 15:06:00+00:00,2025-10-01 15:55:00+00:00,50,80.6,169.0,47.7,34.4,46453.8,46534.4,2025-10-01 16:06:00+01:00,2025-10-01 16:55:00+01:00
DOWN,2025-10-01 16:12:00+00:00,2025-10-01 17:06:00+00:00,55,-87.0,139.4,62.4,8.4,46521.4,46434.4,2025-10-01 17:12:00+01:00,2025-10-01 18:06:00+01:00
UP,2025-10-01 17:15:00+00:00,2025-10-01 19:07:00+00:00,113,130.6,150.2,87.0,9.6,46434.4,46565.0,2025-10-01 18:15:00+01:00,2025-10-01 20:07:00+01:00
DOWN,2025-10-02 14:02:00+00:00,2025-10-02 15:30:00+00:00,89,-179.0,260.0,68.8,21.0,46559.6,46380.6,2025-10-02 15:02:00+01:00,2025-10-02 16:30:00+01:00
UP,2025-10-02 17:32:00+00:00,2025-10-02 18:50:00+00:00,79,158.0,181.6,87.0,4.6,46470.6,46628.6,2025-10-02 18:32:00+01:00,2025-10-02 19:50:00+01:00
UP,2025-10-02 20:00:00+00:00,2025-10-03 15:00:00+00:00,92,386.1,467.6,82.6,9.5,46593.1,46979.2,2025-10-02 21:00:00+01:00,2025-10-03 16:00:00+01:00
UP,2025-10-03 15:41:00+00:00,2025-10-03 16:59:00+00:00,79,156.0,191.4,81.5,19.0,46929.6,47085.6,2025-10-03 16:41:00+01:00,2025-10-03 17:59:00+01:00
DOWN,2025-10-03 17:14:00+00:00,2025-10-03 18:18:00+00:00,65,-170.0,262.6,64.7,15.0,47051.6,46881.6,2025-10-03 18:14:00+01:00,2025-10-03 19:18:00+01:00
UP,2025-10-06 14:29:00+00:00,2025-10-06 15:34:00+00:00,66,120.0,164.0,73.2,17.0,46602.4,46722.4,2025-10-06 15:29:00+01:00,2025-10-06 16:34:00+01:00
UP,2025-10-06 17:11:00+00:00,2025-10-06 18:15:00+00:00,65,84.0,129.0,65.1,12.0,46685.8,46769.8,2025-10-06 18:11:00+01:00,2025-10-06 19:15:00+01:00
DOWN,2025-10-07 13:47:00+00:00,2025-10-07 14:51:00+00:00,65,-117.4,186.4,63.0,23.0,46800.8,46683.4,2025-10-07 14:47:00+01:00,2025-10-07 15:51:00+01:00
DOWN,2025-10-07 15:23:00+00:00,2025-10-07 16:25:00+00:00,63,-111.0,189.6,58.5,19.6,46663.8,46552.8,2025-10-07 16:23:00+01:00,2025-10-07 17:25:00+01:00
